RegioNaam,RegioCode,Amsterdamsecode,Partij,AantalZetels,Website,Facebook,Engine,Feed,Full_content
"Hengelo","G0164","10907","LokaalHengelo","3","https://www.lokaal-hengelo.nl/","https://www.facebook.com/LokaalHengelo/","wordpress","https://www.lokaal-hengelo.nl/feed/",true
"Hengelo","G0164","10907","DFH","","https://benvhengelo.wordpress.com/","https://www.facebook.com/forumvoorhengelo/posts","wordpress.com","https://benvhengelo.wordpress.com/feed/",
"Heumen","G0252","10600","Democraten Gemeente Heumen","5","http://www.dgh-heumen.nl/",,"wordpress","http://www.dgh-heumen.nl/feed/",false
"Heusden","G0797","10307","D.M.P. Heusden","7","https://www.dmpheusden.nl/",,"joomla!","https://www.dmpheusden.nl/?format=feed&type=rss",true
"Heusden","G0797","10307","Gemeentebelangen","5","http://www.gemeentebelangenheusden.nl/","https://www.facebook.com/gemeentebelangenheusden/","wordpress","http://www.gemeentebelangenheusden.nl/feed/",true
"Heusden","G0797","10307","Heusden Transparant","4","https://heusdentransparant.nl/","https://www.facebook.com/heusdentransparant/","incomedia","https://heusdentransparant.nl/x5feedready.php",true
"Heusden","G0797","10307","Heusden één","3","https://www.heusden-een.nl/","https://de-de.facebook.com/groups/heusden/","nexus","https://www.heusden-een.nl/home/feed/",false
"Hillegom","G0534","11236","BEVOLKINGSBELANGEN HILLEGOM (BBH)","8","https://www.bbh-hillegom.nl/","https://www.facebook.com/BBHhillegom/","web-op-maat",,
"Hillegom","G0534","11236","Bloeiend Hillegom","3",,"https://www.facebook.com/bloeiend.hillegom/",,,
"Hilvarenbeek","G0798","11297","HOI Werkt","7","https://www.hoiwerkt.nl/","https://www.facebook.com/hoiwerkt/",,,
"Hilvarenbeek","G0798","11297","Gemeenschapslijst","4","http://gemeenschapslijst.nl/","https://www.facebook.com/luisterengeraaktwordenhandelen/","wordpress","http://gemeenschapslijst.nl/feed/",false
"Hilversum","G0402","11285","Hart voor Hilversum","8","https://www.hartvoorhilversum.nl/",,"gravcms",,
"Hilversum","G0402","11285","Leefbaar Hilversum","1","http://www.leefbaarhilversum.nl/","https://www.facebook.com/Leefbaar-Hilversum-470178130046572/","etocom",,
"Hilversum","G0402","11285","Hilversum1","","http://hilversum-1.nl/","https://www.facebook.com/CDAHilversum/videos/olaf-streutker-cda-hilversum-1/970912746389402/",,,
"Hof van Twente","G1735","10076","Gemeente Belangen","3","http://www.gbhofvantwente.nl/","https://www.facebook.com/gbhofvantwente/","wordpress","http://www.gbhofvantwente.nl/feed",false
"Hollands Kroon","G1911","10344","Senioren Hollands Kroon","7","https://www.seniorenhollandskroon.nl/","https://www.facebook.com/shkseniorenhollandskroon/","wordpress","https://www.seniorenhollandskroon.nl/feed/",true
"Hollands Kroon","G1911","10344","OHK (Onafhankelijk Hollands Kroon)","3","http://www.onafhankelijkhollandskroon.nl/","https://www.facebook.com/pages/category/Political-Organization/Onafhankelijk-Hollands-Kroon-1483355088407314/","wordpress","http://www.onafhankelijkhollandskroon.nl/index.php/feed/",true
"Hollands Kroon","G1911","10344","ANDERS !","1",,,,,
"Hollands Kroon","G1911","10344","LADA (Democratie Anders)","1","http://lada2010.nl/",,"wordpress","http://lada2010.nl/feed/",false
"Hoogeveen","G0118","10839","Gemeentebelangen Hoogeveen e.o.","8","https://www.gemeentebelangenhoogeveen.nl/","https://www.facebook.com/GemeenteBelangenHoogeveenEo/","gemeentebelangen","https://www.gemeentebelangenhoogeveen.nl/feed/",true
"Hoorn","G0405","11392","Fractie Tonnaer","4","http://www.fractietonnaer.nl/","https://www.facebook.com/fractietonnaer/",,,
"Hoorn","G0405","11392","Hoornse Onafhankelijke Partij (HOP)","2","http://hop-hoorn.nl/",,"powered","http://hop-hoorn.nl/feed/",false
"Hoorn","G0405","11392","Hoornse Senioren Partij (HSP)","2","http://hop-hoorn.nl/",,"powered","http://hop-hoorn.nl/feed/",false
"Hoorn","G0405","11392","Sociaal Hoorn","2",,"https://www.facebook.com/1SociaalHoorn/",,,
"Hoorn","G0405","11392","VOCHoorn","2","http://www.vochoorn.nl/","https://www.facebook.com/voc.hoorn/",,"http://www.vochoorn.nl/feed/",true
"Hoorn","G0405","11392","De Realistische Partij (DRP)","1",,,,,
"Hoorn","G0405","11392","Hoorn Lokaal","1","http://www.lokaalondernemersfondshoorn.nl/","https://www.facebook.com/Hoorn-Lokaal-186996618169314/",,,
"Hoorn","G0405","11392","Hoorns Belang","1","https://www.hoornsbelang.nl/",,"joomla!","https://www.hoornsbelang.nl/?format=feed&type=rss",true
"Horst aan de Maas","G1507","11108","Essentie","5","https://www.kiesessentie.nl/","https://www.facebook.com/kiesessentie/","typo3",,
"Horst aan de Maas","G1507","11108","D66/GROENLINKS","4","https://horstaandemaas.d66.nl/","https://www.facebook.com/D66GLHorstaandeMaas/","wordpress","https://horstaandemaas.d66.nl/homepage/feed/",false
"Houten","G0321","10230","Inwonerspartij Toekomst Houten","5","https://www.ithhouten.nl/",,"wordpress","https://www.ithhouten.nl/feed/",true
"Houten","G0321","10230","Houten Anders! (HA!)","1","https://houtenanders.nl/","https://www.facebook.com/HoutenAnders/","wordpress","https://houtenanders.nl/feed/",true
"Huizen","G0406","11170","Dorpsbelangen Huizen","3","http://www.dorpsbelangenhuizen.nl/","https://www.facebook.com/pages/category/Political-Organization/Dorpsbelangen-Huizen-152974428749475/","coffeecup",,
"Huizen","G0406","11170","Leefbaar Huizen","3","https://leefbaarhuizen.nl/",,,"https://leefbaarhuizen.nl/feed/",true
"Huizen","G0406","11170","Healthy Earth","","http://www.healthyearth.nl/","https://www.facebook.com/pages/category/Agricultural-Cooperative/Healthy-Earth-337347366436808/",,,
"Hulst","G0677","11408","Algemeen Belang Groot Hulst","7","https://www.algemeenbelanggroothulst.nl/","https://www.facebook.com/ITAensemble/","wix.com",,
"Hulst","G0677","11408","Groot Hontenisse","3","http://www.groothontenisse.nl/","https://www.facebook.com/groothontenisse/",,,
"Hulst","G0677","11408","HulstPLUS","2","http://www.hulstplus.nl/","https://www.facebook.com/Hulstplu/",,,
"Hulst","G0677","11408","PROGRESSIEF HULST","","https://progressiefhulst.nl/","https://www.facebook.com/ProgressiefHulst.nl/","custom",,
"IJsselstein","G0353","10152","LDIJ (Lokale Democraten IJsselstein)","7","https://www.ldij.nl/",,"wordpress","https://www.ldij.nl/feed/",true
"Kaag en Braassem","G1884","10349","PRO Kaag en Braassem","6","https://www.prokaagenbraassem.nl/","https://www.facebook.com/prokenb/","wordpress","https://www.prokaagenbraassem.nl/feed/",true
"Kaag en Braassem","G1884","10349","Samen voor Kaag & Braassem","6","https://www.samenvoorkaagenbraassem.nl/","https://www.facebook.com/SamenvoorKaagEnBraassem/",,,
"Kampen","G0166","10253","Gemeente Belang Kampen","5",,"https://www.facebook.com/gbkgbkampen/",,,
"Kampen","G0166","10253","Kampen Sociaal","2",,"https://www.facebook.com/Kampensociaal/",,,
"Kapelle","G0678","11223","Gemeentebelang","3","https://www.gbkapelle.nl/","https://www.facebook.com/GBKapelle/","idc","https://www.gbkapelle.nl/feed/",true
"Katwijk","G0537","10707","DURF","3",,"https://www.facebook.com/DURFKatwijk/",,,
"Katwijk","G0537","10707","GemeenteBelangen (GB)","3","https://www.gbkatwijk.nl/","https://www.facebook.com/gbkatwijk/","joomla!","https://www.gbkatwijk.nl/?format=feed&type=rss",false
"Katwijk","G0537","10707","Hart Voor Katwijk","3","http://www.hartvoorkatwijk.nl/",,"wordpress","http://www.hartvoorkatwijk.nl/index.php/feed/",true
"Katwijk","G0537","10707","KiesKatwijk","1",,"https://www.facebook.com/kieskatwijk/",,,
"Katwijk","G0537","10707","De Lokalen (DL)","","https://katwijk.marktlokaal.com/","https://www.facebook.com/delokalen/","wordpress","https://katwijk.marktlokaal.com/feed/",true
"Katwijk","G0537","10707","JEZUS LEEFT","","https://www.jezusleeft.nl/","https://www.facebook.com/JezusLeeftKatwijkZH/",,,
"Kerkrade","G0928","10313","Burgerbelangen","10","https://burgerbelangen-kerkrade.nl/","https://fr-fr.facebook.com/pages/category/Political-Party/Burgerbelangen-Kerkrade-1078919112148362/",,"https://burgerbelangen-kerkrade.nl/feed/",true
"Kerkrade","G0928","10313","Ons Kerkrade","4","https://www.onskerkrade.nl/","https://www.facebook.com/OnsKerkrade/","wordpress","https://www.onskerkrade.nl/feed/",true
"Kerkrade","G0928","10313","Lokaal Alternatief","3",,"https://www.facebook.com/lokaalalternatiefkerkrade/",,,
"Kerkrade","G0928","10313","Ouderenpartij Kerkrade","1","https://ouderenpartijkerkrade.nl/","https://www.facebook.com/ouderenpartijkerkrade/",,"https://ouderenpartijkerkrade.nl/feed/",true
"Kerkrade","G0928","10313","K.O.E.","","http://partij-koe.nl/",,,,
"Koggenland","G1598","10354","GEMEENTE BELANGEN KOGGENLAND","3","http://www.gemeentebelangenkoggenland.nl/","https://www.facebook.com/Gemeente-Belangen-Koggenland-235461729960504/posts",,"http://www.gemeentebelangenkoggenland.nl/rss.xml",false
"Koggenland","G1598","10354","Partij van de Arbeid - GROENLINKS","3","http://www.progressiefoegstgeest.nl/",,"wordpress","http://www.progressiefoegstgeest.nl/feed/",false
"Koggenland","G1598","10354","Welzijn Koggenland","2","https://welzijnkoggenland.nl/",,,,
"Koggenland","G1598","10354","OK(é) Partij","","https://okepartij.nl/",,,"https://okepartij.nl/feed/",true
"Koggenland","G1598","10354","Progressief Koggenland (PK)","","https://progressiefkoggenland.nl/",,"wordpress","https://progressiefkoggenland.nl/feed/",false
"Krimpen aan den IJssel","G0542","10859","Leefbaar Krimpen","5","https://www.leefbaarkrimpen.nl/","https://www.facebook.com/leefkrimpen/","wordpress","https://www.leefbaarkrimpen.nl/feed/",true
"Krimpen aan den IJssel","G0542","10859","Stem van Krimpen","5","https://www.stemvankrimpen.nl/","https://www.facebook.com/pages/category/Political-Party/Stem-van-Krimpen-512203795480143/",,,
"Krimpenerwaard","G1931","10050","Gemeente Belang Krimpenerwaard (VGBK)","7","https://www.vgbk.nl/","https://www.facebook.com/vgbkwaard/","wordpress","https://www.vgbk.nl/feed/",false
"Krimpenerwaard","G1931","10050","Lokaal op 1","3","http://lokaalop1.nl/",,"wordpress","http://lokaalop1.nl/?feed=rss2",false
"Krimpenerwaard","G1931","10050","Pro Krimpenerwaard","3","http://prokrimpenerwaard.nl/",,,,
"Laarbeek","G1659","10173","PNL (Partij Nieuw Laarbeek)","9","https://www.pnllaarbeek.nl/",,"wordpress",,
"Laarbeek","G1659","10173","De Werkgroep","4","http://www.dewerkgroep.nl/",,"joomla!","http://www.dewerkgroep.nl/index.php?format=feed&type=rss",true
"Laarbeek","G1659","10173","Algemeen Belang Laarbeek","3","http://www.abllaarbeek.nl/","https://www.facebook.com/abllaarbeek","wordpress","http://www.abllaarbeek.nl/feed/",true
"Laarbeek","G1659","10173","Blanco lijst 6","",,,,,
"Landerd","G1685","10276","DS 97","4","https://www.ds97.nl/","https://www.facebook.com/DS97Schaijk/","joomla!","https://www.ds97.nl/?format=feed&type=rss",true
"Landerd","G1685","10276","Maashorst Vooruit","4",,"https://www.facebook.com/MaashorstVooruit/",,,
"Landerd","G1685","10276","Progressief Landerd","3","https://progressieflanderd.nl/","https://www.facebook.com/ProgressiefLanderd/reviews","powered","https://progressieflanderd.nl/feed/",false
"Landerd","G1685","10276","RPP","3","http://rpp-landerd.nl/","https://www.facebook.com/RPPLanderd/","wordpress","http://rpp-landerd.nl/feed/",true
"Landgraaf","G0882","11335","GBBL Ubach over Worms","5",,,,,
"Landgraaf","G0882","11335","Blanco lijst 11","4",,,,,
"Landgraaf","G0882","11335","GBBL Schaesberg","4","https://www.gbbl.nl/","https://www.facebook.com/GezamenlijkeBurgerBelangenLandgraaf/","wordpress","https://www.gbbl.nl/feed/",false
"Landgraaf","G0882","11335","Ouderen Partij Landgraaf","2","http://ouderenpartijlandgraaf.nl/","https://www.facebook.com/ouderenpartijlandgraaf/","wordpress","http://ouderenpartijlandgraaf.nl/feed/",true
"Landgraaf","G0882","11335","Blanco lijst 8","1","https://www.lijstwielheinrichs.nl/",,,,
"Landsmeer","G0415","11225","Lokaal Landsmeer","3","https://lokaleomroeplandsmeer.nl/","https://www.facebook.com/AxelDamme/","wordpress","https://lokaleomroeplandsmeer.nl/feed/",true
"Landsmeer","G0415","11225","Positief Landsmeer","2","https://www.positieflandsmeer.nl/","https://www.facebook.com/Positief2Landsmeer/posts","wordpress","https://www.positieflandsmeer.nl/?feed=rss2",false
"Langedijk","G0416","10955","Dorpsbelang Langedijk","4","http://www.dorpsbelanglangedijk.nl/","https://www.facebook.com/dorpsbelanglangedijk/",,,
"Langedijk","G0416","10955","Kleurrijk Langedijk","3","http://www.kleurrijk-langedijk.nl/","https://www.facebook.com/kleurrijkvooru/",,,
"Langedijk","G0416","10955","Hart voor Langedijk-D66","2","https://hartvoorlangedijk.d66.nl/","https://www.facebook.com/GemLdijk/photos/dorpsbelang-langedijk-vvd-hart-voor-langedijkd66-christenunie-en-pvda-presenteer/881244298724485/","wordpress",,
"Langedijk","G0416","10955","Senioren Langedijk","2","https://seniorenlangedijk.nl/",,,"https://seniorenlangedijk.nl/feed/",true
"Lansingerland","G1621","10139","Leefbaar 3B","9","https://www.leefbaar3b.nl/",,"theprofessional","https://www.leefbaar3b.nl/feed/",true
"Lansingerland","G1621","10139","WIJ Lansingerland","3",,,,,
"Lansingerland","G1621","10139","Partij Neeleman","","http://www.partij-neeleman.nl/",,,,
"Laren","G0417","10649","LARENS BEHOUD","6","http://www.larensbehoud.nl/","https://www.facebook.com/larensbehoud/",,,
"Laren","G0417","10649","Liberaal Laren","4","http://www.liberaallaren.nl/","https://www.facebook.com/LiberaalLaren/","divi","http://www.liberaallaren.nl/feed/",true
"Leiden","G0546","10702","PS (Partij Sleutelstad)","2","http://www.partijsleutelstad.nl/","https://www.facebook.com/partij.sleutelstad.58",,,
"Leiderdorp","G0547","10058","De Lokale Partij Leiderdorp (LPL)","4",,"https://www.facebook.com/LokalepartijLdp/posts",,,
"Leiderdorp","G0547","10058","ChristenUnie-SGP","1","https://leiderdorp.christenunie.nl/","https://www.facebook.com/CU-SGP-Leiderdorp-560364254048737/posts","procurios","https://leiderdorp.christenunie.nl/l/rss/collect/news/1122616.43028",true
"Leidschendam-Voorburg","G1916","11103","GBLV/Gemeentebelangen","9","http://www.gblv.nl/","https://www.facebook.com/gemeentebelangenlv/videos/breaking-news-lijsttrekker-gblvgemeentebelangen-bekend/1629690353741740/","wordpress","http://www.gblv.nl/nl/feed/",false
"Leidschendam-Voorburg","G1916","11103","ChristenUnie-SGP","1","https://leidschendam-voorburg.christenunie.nl/","https://www.facebook.com/christenunie.sgp/","procurios","https://leidschendam-voorburg.christenunie.nl/l/rss/collect/news/610090.17888",true
"Lelystad","G0995","11110","Leefbaar Lelystad","4","http://www.leefbaarlelystad.nl/","https://www.facebook.com/lelystadleeft/reviews","wordpress","http://www.leefbaarlelystad.nl/feed/",true
"Lelystad","G0995","11110","Inwoners Partij Lelystad","3","https://inwonerspartij.nl/",,,"https://inwonerspartij.nl/feed/",true
"Lelystad","G0995","11110","JongLelystad","2","http://www.jonglelystad.nl/","https://www.facebook.com/jonglelystad18/","wordpress","http://www.jonglelystad.nl/feed/",false
"Lelystad","G0995","11110","Forum voor de Ouderen","1",,,,,
"Lelystad","G0995","11110","Lelystads Belang","1","https://www.lelystadairport.nl/","https://www.facebook.com/pages/category/Political-Party/Lelystads-Belang-482529308481029/","iclicks","https://www.lelystadairport.nl/feed",true
"Leudal","G1640","10840","Samen Verder","7","https://samenverderleudal.nl/",,"organosi.eu",,
"Leudal","G1640","10840","Ronduit Open","6","https://www.ronduitopen.nl/","https://es-la.facebook.com/ronduitopen/","syveon",,
"Leudal","G1640","10840","Progressief Akkoord Leudal","2",,,,,
"Leusden","G0327","10978","GROENLINKS / Partij van de Arbeid (P.v.d.A.)","4","http://www.groenlinkspvda-leusden.nl/","https://www.facebook.com/gl.pvda.leusden/",,,
"Leusden","G0327","10978","ChristenUnie - SGP","3","https://leusden.christenunie-sgp.nl/","https://www.facebook.com/ChristenUnieLeusden/","procurios","https://leusden.christenunie-sgp.nl/l/rss/collect/news/184672.6880",true
"Lingewaard","G1705","10744","Lokaal Belang Lingewaard","4","http://www.lokaalbelang.nl/",,,,
"Lingewaard","G1705","10744","B06","3","http://www.b06.nl/",,"joomla!",,
"Lingewaard","G1705","10744","lingewaard.NU","3","http://www.lingewaard.nu/","https://www.facebook.com/lingewaard.NU/","wordpress","http://www.lingewaard.nu/feed/",false
"Lisse","G0553","10197","Nieuw Lisse","4","https://www.nieuwlisse.nl/","https://www.facebook.com/fractienieuwlisse/","wordpress","https://www.nieuwlisse.nl/?feed=rss2",true
"Lisse","G0553","10197","SGP-ChristenUnie","2","https://lisse.sgp-christenunie.nl/","https://fr-fr.facebook.com/SGPCU/","procurios","https://lisse.sgp-christenunie.nl/l/rss/collect/news/611866.6098",true
"Lochem","G0262","11263","Gemeentebelangen","6","http://www.gblochem.nl/","https://www.facebook.com/gblochem/","gemeente","http://www.gblochem.nl/?feed=rss2",true
"Lochem","G0262","11263","Meedenken met Lochem (MmL)","1",,"https://www.facebook.com/MmLochem/",,,
"Loon op Zand","G0809","11259","GemeenteBelangen","6","http://gemeentebelangenloz.nl/","https://www.facebook.com/gemeentebelangenloonopzand/","wordpress","http://gemeentebelangenloz.nl/?feed=rss2",false
"Loon op Zand","G0809","11259","VOOR LOON","3",,,,,
"Loon op Zand","G0809","11259","Pro3","3","https://www.pro3.nu/","https://www.facebook.com/Pro3LoonopZand/","joomla!","https://www.pro3.nu/?format=feed&type=rss",true
"Lopik","G0331","10333","JEZUS LEEFT","",,,,,
"Loppersum","G0024","10934","Loppersum Vooruit","3","http://www.loppersumvooruit.nl/","https://www.facebook.com/loppersumvooruit/","joomla!","http://www.loppersumvooruit.nl/index.php?format=feed&type=rss",true
"Losser","G0168","11166","BURGERFORUM","7","http://www.burgerforum.com/",,,,
"Maasdriel","G0263","10341","Samen Sterk Maasdriel","7","http://www.samensterkmaasdriel.nl/","https://www.facebook.com/samensterkmaasdriel/",,,
"Maasdriel","G0263","10341","Partij van de Arbeid/GROENLINKS","2","https://maasdriel.groenlinks.nl/","https://www.facebook.com/PvdAGroenLinksBW/","drupal",,
"Maasgouw","G1641","10964","LOKAAL BELANG","7",,"https://www.facebook.com/LokaalBelang/",,,
"Maasgouw","G1641","10964","Liberale Volkspartij Maasgouw (LVM)","2","http://www.liberalevolkspartijmaasgouw.nl/","https://www.facebook.com/liberalevolkspartijmaasgouw/",,,
"Maasgouw","G1641","10964","Nieuw Links Maasgouw","2","https://www.nieuwlinksmaasgouw.nl/","https://www.facebook.com/nieuwlinksmaasgouw/","bolt",,
"Maasgouw","G1641","10964","Partij Welzijn Maasgouw-50PLUS","1","http://www.pwm-50plus.nl/","https://www.facebook.com/pages/category/Political-Party/PWM-50plus-813112765371304/","wordpress","http://www.pwm-50plus.nl/feed/",false
"Maassluis","G0556","10880","Verenigde Senioren Partij","3","https://www.vsp-maassluis.nl/",,"wordpress","https://www.vsp-maassluis.nl/feed/",true
"Maassluis","G0556","10880","Forum voor Maassluis","2",,"https://www.facebook.com/forumvoormaassluis/",,,
"Maassluis","G0556","10880","Maassluis Belang","2","http://www.maassluisbelang.nl/","https://www.facebook.com/maassluisbelang/","masterslider","http://www.maassluisbelang.nl/index.php/feed/",true
"Maastricht","G0935","10182","Senioren Partij Maastricht (SPM)","5",,"https://www.facebook.com/seniorenmaastricht/",,,
"Maastricht","G0935","10182","Partij Veilig Maastricht (PVM)","3","https://www.partijveiligmaastricht.nl/","https://www.facebook.com/pages/category/Political-Party/Partij-Veilig-Maastricht-364769540280140/","concrete5",,
"Maastricht","G0935","10182","M:OED","2","https://www.stemvoormoed.nl/","https://www.facebook.com/stemvoormoed/","wpml",,
"Maastricht","G0935","10182","Liberale Partij Maastricht","1","http://www.liberalepartijmaastricht.nl/","https://www.facebook.com/Liberalepartijmaastricht.nl/",,,
"Maastricht","G0935","10182","SAB (Sociaal Actieve Burgerpartij)","1","https://www.sociaalactieveburgerpartij.nl/","https://www.facebook.com/sociaalactieveburgerpartij/","wix.com","https://www.sociaalactieveburgerpartij.nl/feed.xml",true
"Maastricht","G0935","10182","Maastrichtse Volkspartij","","http://www.maastrichtsevolkspartij.nl/",,"wordpress","http://www.maastrichtsevolkspartij.nl/feed/",false
"Medemblik","G0420","11215","GemeenteBelangen","5",,"https://www.facebook.com/pages/category/Politician/Roel-Braaksma-raadslid-GemeenteBelangen-169414096941380/",,,
"Medemblik","G0420","11215","PWF Progressief West-Friesland","2","https://pwf-medemblik.nl/","https://www.facebook.com/progressiefwestfriesland/","wordpress","https://pwf-medemblik.nl/feed/",false
"Medemblik","G0420","11215","BAMM","1",,"https://www.facebook.com/bamm.medemblik/about",,,
"Medemblik","G0420","11215","PW 2010","1","https://pw2010.nl/","https://www.facebook.com/PW-2010-155522957948576/",,,
"Meerssen","G0938","10494","BRUG-M","4","https://www.brug-m.nl/","https://www.facebook.com/BRUG-M-743347145700280/","joomla!",,
"Meerssen","G0938","10494","KIJK!!!/P.v.d.A./GROENLINKS/D66","3","https://www.kijkmeerssen.nl/",,,,
"Meerssen","G0938","10494","Lokaal DNA","3",,"https://www.facebook.com/LokaalDNA/",,,
"Meerssen","G0938","10494","FOCUS","2",,"https://www.facebook.com/focusmeerssen/",,,
"Meerssen","G0938","10494","Het Origineel","2",,"https://www.facebook.com/PGMorigineel/",,,
"Meppel","G0119","11204","Sterk Meppel (SteM)","6","https://www.sterkmeppel.nl/",,,,
"Middelburg","G0687","10122","Lokale Partij Middelburg (LPM)","6","https://www.lokalepartijmiddelburg.nl/","https://www.facebook.com/LokalePartijMiddelburg/","powered","https://www.lokalepartijmiddelburg.nl/feed/",false
"Midden-Delfland","G1842","10130","OGP Midden-Delfland","4","http://ogp-md.nl/","https://www.facebook.com/OgpMiddenDelfland/","wordpress","http://ogp-md.nl/feed/",true
"Midden-Delfland","G1842","10130","Mijn Partij","3","https://www.mijnpartij.nl/",,"joomla!","https://www.mijnpartij.nl/index.php?format=feed&type=rss",true
"Midden-Drenthe","G1731","10520","Gemeentebel Smilde-Beilen-Westerbork","3","http://www.gbsbw.nl/",,"joomla!","http://www.gbsbw.nl/index.php?format=feed&type=rss",true
"Midden-Drenthe","G1731","10520","Gemeentebelangen","3","http://www.gemeentebelangen-midden-drenthe.nl/","https://www.facebook.com/pages/category/Community/Gemeentebelangen-Midden-Drenthe-174307646081867/","wordpress","http://www.gemeentebelangen-midden-drenthe.nl/feed/",true
"Mill en Sint Hubert","G0815","10535","Algemeen Belang '90","4","https://www.ab90.nl/",,,,
"Mill en Sint Hubert","G0815","10535","VierKernenPartij","4","http://www.vierkernenpartij.nl/","https://www.facebook.com/pages/category/Political-Party/Vkp-Vierkernenpartij-1032161796874447/",,,
"Moerdijk","G1709","10046","Onafhankelijk Moerdijk","6","https://www.onafhankelijkmoerdijk.nl/","https://www.facebook.com/onafhankelijkmoerdijk/","wordpress","https://www.onafhankelijkmoerdijk.nl/feed/",false
"Moerdijk","G1709","10046","Moerdijk Lokaal","4","https://moerdijk-lokaal.nl/","https://www.facebook.com/pages/category/Politician/Pauline-Joosten-Raadslid-Moerdijk-Lokaal-237050840200209/","wordpress","https://moerdijk-lokaal.nl/feed/",true
"Moerdijk","G1709","10046","Burger Belangen Moerdijk","1","https://www.burgerbelangenmoerdijk.nl/","https://www.facebook.com/burgerbelangenmoerdijk.nl/",,"https://www.burgerbelangenmoerdijk.nl/?feed=rss2",false
"Montferland","G1955","10350","Lokaal Belang Montferland","6","http://lbmmontferland.nl/","https://www.facebook.com/pages/category/Political-Party/Lokaal-Belang-Montferland-429672107145954/","wordpress","http://lbmmontferland.nl/feed/",true
"Montferland","G1955","10350","Lijst Groot Montferland","3","https://lijstgrootmontferland.nl/","https://www.facebook.com/lijstgrootmontferland/",,,
"Montfoort","G0335","10033","Progressief Akkoord","3","https://www.progressief-akkoord.nl/","https://www.facebook.com/pages/category/Political-Party/Progressief-Akkoord-Montfoort-Linschoten-305722249944130/",,,
"Montfoort","G0335","10033","Inwonersbelangen Montfoort Linschoten","2","https://www.ibml.nl/",,"wordpress","https://www.ibml.nl/feed/",true
"Montfoort","G0335","10033","Lokaal Montfoort","2","http://lokaalmontfoort.nl/","https://www.facebook.com/Lokaalmontfoort/","webflow",,
"Mook en Middelaar","G0944","10271","Dorpsgroepering Pouwels (DGP)","4","http://www.dgpmook.nl/",,"pivotx","http://www.dgpmook.nl/index.php?feed=rss",true
"Neder-Betuwe","G1740","10916","Gemeentebelangen","3",,"https://www.facebook.com/gemeentebelangenNederBetuwe/",,,
"Nederweert","G0946","10681","Jongeren Akkoord Nederweert (J.A.N.)","5","http://www.jan-nederweert.nl/","https://www.facebook.com/jannederweert/",,,
"Nederweert","G0946","10681","Nederweert Anders","3",,"https://www.facebook.com/NederweertAnders/",,,
"Nieuwegein","G0356","10374","Verenigde Senioren Partij","3","http://www.vspnieuwegein.nl/",,,,
"Nieuwegein","G0356","10374","ieders Belang","2","http://www.partijiedersbelang.nl/","https://www.facebook.com/partijiedersbelang.nl/","webflow",,
"Nieuwegein","G0356","10374","LOKALE VERNIEUWING","2","http://lokale-vernieuwing.nl/","https://www.facebook.com/LokaleVernieuwing/","wordpress","http://lokale-vernieuwing.nl/feed/",true
"Nieuwegein","G0356","10374","Stadspartij Núwegein","1","http://www.nuwegein.nl/","https://www.facebook.com/nuwegein","joomla!","http://www.nuwegein.nl/?format=feed&type=rss",true
"Nieuwkoop","G0569","10728","Samen Beter Nieuwkoop","6","https://www.samenbeternieuwkoop.nl/",,,,
"Nieuwkoop","G0569","10728","Natuurlijk Nieuwkoop","4","https://www.natuurlijknieuwkoop.nl/","https://www.facebook.com/natuurlijknieuwkoop/","wix.com","https://www.natuurlijknieuwkoop.nl/feed.xml",true
"Nieuwkoop","G0569","10728","SGP-ChristenUnie","1","https://nieuwkoop.christenunie-sgp.nl/",,"procurios","https://nieuwkoop.christenunie-sgp.nl/l/rss/collect/news/379288.12888",true
"Nijkerk","G0267","10446","ChristenUnie-SGP","6","https://nijkerk.christenunie.nl/",,"procurios","https://nijkerk.christenunie.nl/l/rss/collect/news/899884.37977",true
"Nijkerk","G0267","10446","PROgressief 21 (D66, Groen Links, PvdA)","5",,,,,
"Nijkerk","G0267","10446","De Lokale Partij","4","https://delokalepartijnijkerk.nl/","https://www.facebook.com/delokalepartijnijkerk/","joomla!",,
"Nijmegen","G0268","11209","Stadspartij De Nijmeegse Fractie (DNF)","3","http://www.stadspartijdnf.nl/","https://www.facebook.com/stadspartijDNF/videos/lijst-8-stem-100-lokaal-stadspartij-dnf-de-nijmeegse-fractie/1772019389511136/","wordpress","http://www.stadspartijdnf.nl/feed/",true
"Nijmegen","G0268","11209","Gewoon Nijmegen","1","http://www.gewoonnijmegen.nl/","https://www.facebook.com/Gewoon-Nijmegen-745719125439911/posts","gewoon","http://www.gewoonnijmegen.nl/feed/",true
"Nijmegen","G0268","11209","VoorNijmegen.NU","1","http://voornijmegen.nu/","https://www.facebook.com/VoorNijmegenNU/","wordpress","http://voornijmegen.nu/feed/",true
"Nijmegen","G0268","11209","Blanco lijst 9","",,,,,
"Nijmegen","G0268","11209","OPA","",,,,,
"Nissewaard","G1930","10735","ONS","14","https://ons-nissewaard.nl/","https://www.facebook.com/nissewaard/",,,
"Nissewaard","G1930","10735","Nissewaard Lokaal","4","https://nissewaardlokaal.nl/","https://m.facebook.com/nissewaardlokaal2/?__tn__=C-R",,"https://nissewaardlokaal.nl/feed/",true
