RegioNaam,RegioCode,Amsterdamsecode,Partij,AantalZetels,Website,Facebook,Engine,Feed,Full_content
"Sliedrecht","G0610","11331","SGP-ChristenUnie","7","https://sliedrecht.sgp-christenunie.nl/","https://www.facebook.com/sgpcusliedrecht/","procurios","https://sliedrecht.sgp-christenunie.nl/l/rss/collect/weblog/1128453",true
"Sliedrecht","G0610","11331","PRO Sliedrecht","5","https://www.prosliedrecht.nl/","https://www.facebook.com/prosliedr/",,,
"Sliedrecht","G0610","11331","Slydregt.NU","1","http://www.heerenvanslydregt.nl/",,,,
"Sluis","G1714","10895","Nieuw Gemeentebelang","3",,"https://www.facebook.com/nieuwgemeentebelang/",,,
"Sluis","G1714","10895","Politieke Vereniging Lijst Babijn","3",,,,,
"Sluis","G1714","10895","Dorpsbelangen en Toerisme","2",,"https://www.facebook.com/DenTSluis/posts",,,
"Smallingerland","G0090","10405","Eérste Lokale Partij (ELP)","7",,,,,
"Smallingerland","G0090","10405","Smallingerlands Belang","3",,"https://www.facebook.com/pages/category/Political-Party/Smallingerlands-Belang-671032316251469/",,,
"Smallingerland","G0090","10405","FNP","1",,,,,
"Soest","G0342","11021","Gemeentebelangen Groen Soest","6","https://www.gemeentebelangengroensoest.nl/","https://www.facebook.com/GemeentebelangenGroenSoest/",,,
"Soest","G0342","11021","Soest 2002","3","http://www.soest2002.nl/",,,,
"Soest","G0342","11021","ChristenUnie-SGP","2","https://soest.christenunie-sgp.nl/","https://www.facebook.com/CUSGPSoest/","procurios",,
"Soest","G0342","11021","Blanco lijst 13","1",,"https://www.facebook.com/gemeensoest/posts",,,
"Soest","G0342","11021","Burgerbelangen Soest-Soesterberg","1",,"https://www.facebook.com/burgerbelangensoestsoesterberg/",,,
"Soest","G0342","11021","Democraten Soest Natuurlijk","1","http://www.democratensoestnatuurlijk.nl/",,"wordpress","http://www.democratensoestnatuurlijk.nl/feed/",true
"Soest","G0342","11021","Lokaal Anders Soest","1",,"https://www.facebook.com/lokaalanderssoest/",,,
"Soest","G0342","11021","De Jonge Honden","","https://www.jongehonden.com/","https://www.facebook.com/pages/category/Community/De-Jonge-Honden-1851596908247122/","wordpress","https://www.jongehonden.com/feed/",true
"Soest","G0342","11021","JEZUS LEEFT","","https://www.jezusleeft.nl/",,,,
"Soest","G0342","11021","LTR","",,"https://www.facebook.com/LTRSoest/",,,
"Soest","G0342","11021","VERENIGD SOEST","","https://www.soest.nl/","https://www.facebook.com/verenigdsoest/","typo3",,
"Someren","G0847","10203","Gemeenschapslijst","5","http://www.gemeenschapslijstsomeren-eind.nl/",,,,
"Someren","G0847","10203","Wij Zijn Someren / VVD","3","http://www.wijzijnsomeren.nl/","https://www.facebook.com/wijzijnsomeren","joomla!","http://www.wijzijnsomeren.nl/index.php?format=feed&type=rss",true
"Someren","G0847","10203","Lijst Someren-Heide","2","http://www.lijstsomerenheide.nl/",,"wordpress","http://www.lijstsomerenheide.nl/feed/",false
"Someren","G0847","10203","Leefbaar Someren","1","http://leefbaarsomeren.nl/",,"wordpress","http://leefbaarsomeren.nl/?feed=rss2",false
"Son en Breugel","G0848","10549","DorpsVISIE","6","http://www.dorpsvisie.nu/",,"wordpress","http://www.dorpsvisie.nu/feed/",true
"Son en Breugel","G0848","10549","Dorpsbelang Son en Breugel","2","http://www.dorpsbelang.com/",,"wordpress","http://www.dorpsbelang.com/feed/",false
"Son en Breugel","G0848","10549","Partij van de Arbeid (P.v.d.A.)/GROENLINKS","2","http://www.pvda-groenlinks-sonenbreugel.nl/","https://www.facebook.com/pvda.defryskemarren/?rc=p","wordpress","http://www.pvda-groenlinks-sonenbreugel.nl/feed/",true
"Stadskanaal","G0037","10610","Gemeentebelangen Stadskanaal","2","http://gbs-stadskanaal.nl/","https://www.facebook.com/pages/category/Political-Party/Gemeentebelangen-Stadskanaal-250894928736824/",,,
"Stadskanaal","G0037","10610","Lokaal Betrokken","1",,"https://www.facebook.com/LokaalBetrokken/",,,
"Staphorst","G0180","11362","Gemeentebelangen Staphorst","2",,"https://www.facebook.com/GemeentebelangenStaphorst/",,,
"Staphorst","G0180","11362","Democratische Partij Staphorst","",,"https://www.facebook.com/DemocratischePartijStaphorst/",,,
"Stede Broec","G0532","11337","Open en Duidelijk Stede Broec","7","http://www.openenduidelijkstedebroec.nl/","https://www.facebook.com/openenduidelijkstedebroec/","wordpress","http://www.openenduidelijkstedebroec.nl/home/feed/",false
"Stede Broec","G0532","11337","Partij van de Arbeid (P.v.d.A.)/GROENLINKS","2","http://www.pvdagl-sb.nl/","https://www.facebook.com/PvdA.Enkhuizen/posts","wordpress","http://www.pvdagl-sb.nl/feed/",true
"Stede Broec","G0532","11337","Gemeente Belangen Stede Broec (GBS)","1","https://www.gbstedebroec.nl/","https://www.facebook.com/GBStedebroec/","wix.com","https://www.gbstedebroec.nl/feed.xml",false
"Stede Broec","G0532","11337","Onafhankelijke Partij","1","https://onafhankelijkepartij.nl/","https://nl-nl.facebook.com/onafhankelijke.partij","wordpress","https://onafhankelijkepartij.nl/feed/",true
"Steenbergen","G0851","10731","Gewoon Lokaal!","6",,"https://www.facebook.com/GewoonLokaalSteenbergen/",,,
"Steenbergen","G0851","10731","De Volkspartij","5",,"https://www.facebook.com/Volkspartij-620770017953676/",,,
"Steenbergen","G0851","10731","Steenbergen in Beeld","","http://www.audio-view.nl/","https://www.facebook.com/SteenbergeninBeeld/",,,
"Steenwijkerland","G1708","10546","BuitenGewoon Leefbaar (BGL)","6","https://buitengewoonleefbaar.nl/",,"wordpress","https://buitengewoonleefbaar.nl/feed/",true
"Steenwijkerland","G1708","10546","CPB","3","https://www.cpburgerbelangen.nl/","https://www.facebook.com/Cpburgerbelangen/","wix.com",,
"Stein","G0971","11319","DOS","8","https://www.dosstein.nl/",,,,
"Stein","G0971","11319","Communiceren Met Burgers (CMB)","6","https://www.cmb-stein.nl/",,"wordpress","https://www.cmb-stein.nl/feed/",true
"Stein","G0971","11319","Politieke vereniging Steins Belang","2","https://www.steinsbelang.nl/",,"brainy.nl","https://www.steinsbelang.nl/?format=feed&type=rss",true
"Stein","G0971","11319","Progressief Stein","1","http://progressiefstein.nl/","https://www.facebook.com/ProgressiefStein/","wordpress","http://progressiefstein.nl/feed/",true
"Stichtse Vecht","G1904","10191","Lokaal Liberaal","6","http://lokaalliberaal.nl/","https://www.facebook.com/LokaalLiberaalSV/",,,
"Stichtse Vecht","G1904","10191","Streekbelangen","3","https://www.streekbelangen.nl/",,"wordpress","https://www.streekbelangen.nl/feed/",false
"Stichtse Vecht","G1904","10191","ChristenUnie-SGP","2","https://stichtsevecht.christenunie-sgp.nl/","https://www.facebook.com/CUSGPStichtseVecht/","procurios","https://stichtsevecht.christenunie-sgp.nl/l/rss/collect/news/450154.28038",true
"Stichtse Vecht","G1904","10191","Maarssen 2000","2","https://www.maarssen2000.nl/",,"maarssen2000child","https://www.maarssen2000.nl/feed/",true
"Stichtse Vecht","G1904","10191","Het Vechtse Verbond","1","http://www.hetvechtseverbond.nl/",,,,
"Stichtse Vecht","G1904","10191","LP (Libertarische Partij)","",,,,,
"Stichtse Vecht","G1904","10191","Stichtse Vecht Beweegt","","https://www.stichtsevecht-beweegt.nl/",,"wordpress","https://www.stichtsevecht-beweegt.nl/feed/",true
"Terneuzen","G0715","10704","TOP/GEMEENTEBELANGEN","7","http://www.topgemeentebelangen.nl/","https://www.facebook.com/TOPBELANG/",,,
"Terneuzen","G0715","10704","Sociaal Terneuzen","1",,"https://www.facebook.com/Sociaal.Terneuzen/likes",,,
"Terneuzen","G0715","10704","55 terneuzen","",,,,,
"Terneuzen","G0715","10704","Provinciaal Belang Zeeland","",,"https://www.facebook.com/provinciaalbelangzeeland/",,,
"Terschelling","G0093","11210","Plaatselijk Belang","2",,"https://www.facebook.com/Plaatselijk-Belang-Terschelling-770459319650002/",,,
"Terschelling","G0093","11210","SAMEN TERSCHELLING","1","https://www.dorpshuisonshuisterschelling.nl/","https://www.facebook.com/samenterschelling/","wordpress","https://www.dorpshuisonshuisterschelling.nl/feed/",false
"Texel","G0448","10237","Texels Belang","4","http://www.texelsbelang.nl/","https://www.facebook.com/texelsbelang/","wordpress","http://www.texelsbelang.nl/feed/",false
"Texel","G0448","10237","Texel 2010","1",,,,,
"Texel","G0448","10237","Alternatief","",,,,,
"Texel","G0448","10237","Eiland Belang","","http://www.texelsbelang.nl/",,"wordpress","http://www.texelsbelang.nl/feed/",false
"Teylingen","G1525","10017","Trilokaal","5","http://trilokaal.nl/",,"wordpress","http://trilokaal.nl/feed/",false
"Tholen","G0716","10376","Algemeen Belang Tholen","2","https://www.algemeenbelangtholen.nl/","https://www.facebook.com/AlgemeenBelangTholen/",,,
"Tholen","G0716","10376","Partij van de Arbeid (P.v.d.A.)/GROENLINKS","2","https://tholen.pvda.nl/","https://www.facebook.com/PvdAtholen/",,,
"Tiel","G0281","10027","Partij van de Burgers","8","http://pvdb.nu/","https://www.facebook.com/pvdbtiel/","powered","http://pvdb.nu/feed/",false
"Tiel","G0281","10027","Krachtig Tiel","1",,"https://www.facebook.com/krachtigtiel/",,,
"Tiel","G0281","10027","ProTiel","1","https://www.protiel.nl/","https://www.facebook.com/pages/category/Political-Party/ProTiel-1027052214065778/","wordpress","https://www.protiel.nl/feed/",true
"Tilburg","G0855","10792","Lijst Smolders Tilburg ( LST )","10","http://www.lijstsmolders.nl/","https://www.facebook.com/lijstsmolders/",,,
"Tilburg","G0855","10792","LOKAAL TILBURG","1","https://lokaaltilburg.nl/","https://www.facebook.com/pages/category/Political-Party/Lokaal-Tilburg-872827566099291/","wordpress","https://lokaaltilburg.nl/feed/",false
"Tilburg","G0855","10792","Voor Tilburg","1",,"https://www.facebook.com/voortilburg/",,,
"Tilburg","G0855","10792","Burgerinitiatief Tilburg (BIT)","","https://spoorparktilburg.nl/",,"spoorpark","https://spoorparktilburg.nl/feed/",true
"Tilburg","G0855","10792","Links Offensief","","https://www.linksoffensief.nl/","https://www.facebook.com/Links-Offensief-187809655149400/",,,
"Tilburg","G0855","10792","OPA","","http://www.opatilburg.nl/","https://www.facebook.com/OptimistischPolitiekActief/posts",,,
"Tilburg","G0855","10792","Verenigde Seniorenpartij Tilburg","","https://www.eindhovenuitjes.nl/","https://www.facebook.com/ikstop","wordpress","https://www.eindhovenuitjes.nl/feed/",true
"Tubbergen","G0183","10694","Gemeentebelangen-VVD","4","https://www.gbvvdtubbergen.nl/",,,"https://www.gbvvdtubbergen.nl/feed/",true
"Tubbergen","G0183","10694","Dorpen Centraal","1",,"https://www.facebook.com/dorpencentraal",,,
"Twenterand","G1700","10643","GEMEENTE BELANGEN TWENTERAND","12","http://www.gemeentebelangentwenterand.nl/","https://www.facebook.com/GemeenteBelangenTwenterand/",,,
"Twenterand","G1700","10643","P.v.d.A.-GROENLINKS","1","https://twenterand.pvda.nl/","https://www.facebook.com/PvdA-GroenLinks-Twenterand-555263368176706/",,,
"Tynaarlo","G1730","10002","Leefbaar Tynaarlo/EVZ-2000","4","https://leefbaartynaarlo.nl/",,"wordpress","https://leefbaartynaarlo.nl/feed/",false
"Tynaarlo","G1730","10002","Gemeentebelangen Tynaarlo","2","http://www.gbtynaarlo.nl/","https://www.facebook.com/GemeentebelangenTynaarlo/","joomla!","http://www.gbtynaarlo.nl/?format=feed&type=rss",true
"Tytsjerksteradiel","G0737","11241","FNP","5",,,,,
"Uden","G0856","11141","Jong Uden","5","https://www.jonguden.nl/","https://www.facebook.com/ppjonguden/","powered","https://www.jonguden.nl/feed/",true
"Uden","G0856","11141","Gewoon Uden","4","https://www.gewoonuden.nl/","https://www.facebook.com/gewoongoeduden/","wix.com",,
"Uden","G0856","11141","VVD-Leefbaar Uden","4","https://www.vvd-leefbaaruden.nl/","https://www.facebook.com/vvduden/",,,
"Uden","G0856","11141","UdenPlus","3","https://www.udenplus.nl/","https://www.facebook.com/UdenPlus/",,"https://www.udenplus.nl/home?format=RSS",false
"Uitgeest","G0450","11238","Progressief Uitgeest (P.U.)","6",,"https://www.facebook.com/progressiefuitgeest/",,,
"Uitgeest","G0450","11238","Uitgeest Lokaal","2","http://leeslokaal-uitgeest.nl/","https://www.facebook.com/uitgeestlokaal",,,
"Uitgeest","G0450","11238","Uitgeester vrije partij","1",,"https://www.facebook.com/Waldijk/posts",,,
"Uithoorn","G0451","11206","Gemeentebelangen","5","https://www.gemeentebelangen.nl/","https://www.facebook.com/pages/category/Political-Organization/Gemeentebelangen-Uithoorn-De-Kwakel-590621337678380/",,,
"Uithoorn","G0451","11206","DUS! GroenLinks en D66","4","https://www.dus-uithoorn.nl/",,"wordpress","https://www.dus-uithoorn.nl/feed/",false
"Uithoorn","G0451","11206","Ons Uithoorn","3","http://onsuithoorn.nl/","https://www.facebook.com/pages/category/Political-Organization/Ons-Uithoorn-597743966904562/",,,
"Uithoorn","G0451","11206","Groen Uithoorn","1","http://www.groenuithoorn.nl/","https://www.facebook.com/GroenUithoorn/","wordpress","http://www.groenuithoorn.nl/feed/",false
"Urk","G0184","10783","Hart voor Urk","4","http://www.hartvoorurk.nl/","https://www.facebook.com/Politieke-Partij-Hart-voor-Urk-178277796041694/","webtunnel","http://www.hartvoorurk.nl/index.php?format=feed&type=rss",true
"Urk","G0184","10783","Gemeentebelangen","2","https://gemeentebelangenurk.nl/","https://www.facebook.com/GemeentebelangenUrk/","wijzijnhet.com",,
"Urk","G0184","10783","Urker Gereformeerde Partij","","http://www.ugp-urk.nl/","https://www.facebook.com/Urker-Gereformeerde-Partij-995484733842480/","wordpress","http://www.ugp-urk.nl/feed/",true
"Utrecht","G0344","10722","Student & Starter","2","https://studentenstarter.nl/","https://www.facebook.com/studentenstarter/",,,
"Utrecht","G0344","10722","Stadsbelang Utrecht","1","https://stadsbelangutrecht.nl/","https://nl-nl.facebook.com/stadsbelangutr/","bare","https://stadsbelangutrecht.nl/feed/",true
"Utrecht","G0344","10722","Blanco lijst 15","",,,,,
"Utrecht","G0344","10722","Evenwicht","",,,,,
"Utrecht","G0344","10722","Seniorenpartij Utrecht","","http://seniorenpartijutrecht.nl/",,"wordpress","http://seniorenpartijutrecht.nl/feed/",true
"Utrechtse Heuvelrug","G1581","10777","OPEN/GROENLINKS/P.v.d.A.","6","http://opensociaalengroen.nl/",,"wordpress","http://opensociaalengroen.nl/feed/",true
"Utrechtse Heuvelrug","G1581","10777","Burger Vertegenwoordiging Heuvelrug","4",,,,,
"Vaals","G0981","10007","Fractie Scheffers - Vrij en Onafhankelijk","3","http://www.vo-vaals.nl/",,,,
"Vaals","G0981","10007","Lokaal!","2","http://www.lokaalvaals.nl/",,,,
"Vaals","G0981","10007","Nuj Lies Vroemen","2",,"https://www.facebook.com/nujliesvroemen/",,,
"Vaals","G0981","10007","Het Alternatief","1","https://www.vaals-alternatief.nl/","https://www.facebook.com/cdavaals/posts",,,
"Valkenburg aan de Geul","G0994","11077","Algemeen Belang","5","https://www.abvalkenburg.nl/",,"powered","https://www.abvalkenburg.nl/?feed=rss2",false
"Valkenburg aan de Geul","G0994","11077","PGP (Progressieve Groene Partij)","3",,"https://www.facebook.com/pgp.valkenburg/",,,
"Valkenburg aan de Geul","G0994","11077","Valkenburgse Senioren Partij (VSP)","3",,"https://www.facebook.com/VSPValkenburg/",,,
"Valkenswaard","G0858","11031","H&G","6","https://helderengedreven.nl/",,"wordpress","https://helderengedreven.nl/?feed=rss2",true
"Valkenswaard","G0858","11031","Valkenswaard Lokaal","4","https://www.valkenswaardlokaal.nl/","https://www.facebook.com/Valkenswaardlokaal/","wix.com",,
"Valkenswaard","G0858","11031","Samen voor Valkenswaard","2","https://samenvoorvalkenswaard.nl/","https://www.facebook.com/SamenvoorValkenswaard/",,,
"Valkenswaard","G0858","11031","Vitaal Valkenswaard","1","http://www.vitaalvalkenswaard.nl/","https://www.facebook.com/vitaalvalkenswaard.nl/","wordpress","http://www.vitaalvalkenswaard.nl/feed/",true
"Veendam","G0047","11292","GemeenteBelangen Veendam (GB)","7","http://gemeentebelangenveendam.nl/","https://www.facebook.com/GemeenteBelangen-Veendam-312306095487039/","wordpress","http://gemeentebelangenveendam.nl/feed/",false
"Veendam","G0047","11292","VUK","2","http://www.vuk.nu/",,"2018.0.0.379",,
"Veenendaal","G0345","11052","ProVeenendaal","4","http://www.pro-veenendaal.nl/","https://www.facebook.com/ProVeenendaal","nexus","http://www.pro-veenendaal.nl/feed/",true
"Veenendaal","G0345","11052","Lokaal Veenendaal","3","http://www.lokaalveenendaal.nl/","https://www.facebook.com/LokaalVeenendaal/",,,
"Veenendaal","G0345","11052","JEZUS LEEFT","",,,,,
"Veenendaal","G0345","11052","JouwVeenendaal","","http://jouwveenendaal.nl/","https://www.facebook.com/JouwVeenendaal/posts","wordpress","http://jouwveenendaal.nl/feed/",true
"Veere","G0717","10369","Partij van de Arbeid (P.v.d.A.)/GROENLINKS","5","https://veere.pvda.nl/",,,,
"Veere","G0717","10369","SGP-ChristenUnie","5","https://veere.christenunie.nl/","https://www.facebook.com/SGP.CU.Veere/","procurios","https://veere.christenunie.nl/l/rss/collect/news/970120.38638",true
"Veere","G0717","10369","Dorpsbelangen en Toerisme Veere (DTV)","3",,"https://www.facebook.com/Dorpsbelangen-en-Toerisme-Veere-1603915116578122/",,,
"Veldhoven","G0861","10071","Gemeente Belangen Veldhoven (GBV)","6","http://www.gbveldhoven.nl/",,"wordpress",,
"Veldhoven","G0861","10071","SENIOREN VELDHOVEN","5","http://seniorenveldhoven.nl/","https://www.facebook.com/pages/category/Political-Organization/STOP-Rien-Luijkx-van-Senioren-Veldhoven-2012516759007883/","wordpress","http://seniorenveldhoven.nl/feed/",false
"Veldhoven","G0861","10071","Veldhoven Samen Anders (VSA)","3","https://veldhovensamenanders.nl/",,"powered","https://veldhovensamenanders.nl/feed/",true
"Velsen","G0453","10620","Velsen Lokaal","6","https://velsenlokaal.nl/",,,,
"Velsen","G0453","10620","Democraten 66 Velsen","5","https://velsen.d66.nl/",,"wordpress","https://velsen.d66.nl/homepage/feed/",false
"Velsen","G0453","10620","LGV","4","https://lgv-velsen.nl/","https://www.facebook.com/LGV.Velsen/","divi","https://lgv-velsen.nl/feed/",false
"Velsen","G0453","10620","Forza! IJmond","3","https://forzaijmond.nu/","https://www.facebook.com/Forzaijmond/","wordpress","https://forzaijmond.nu/feed/",true
"Venlo","G0983","10477","EENLokaal","7","https://www.eenlokaal.nl/","https://www.facebook.com/OfficialEENLokaal/","wysiwyg",,
"Venray","G0984","11222","VENRAY Lokaal","5","https://venraylokaal.nl/","https://www.facebook.com/venraylokaal/",,,
"Venray","G0984","11222","Samenwerking Venray","3","https://www.samenwerkingvenray.nl/","https://www.facebook.com/Samenwerking-Venray-221603247979602/",,,
"Vlaardingen","G0622","10811","ONS Vlaardingen","6","https://onsvlaardingen.nl/","https://www.facebook.com/pages/category/Personal-Blog/Roos-Wijbrands-ONSVlaardingen-1713006765444479/","wordpress","https://onsvlaardingen.nl/feed",false
"Vlaardingen","G0622","10811","Beter voor Vlaardingen (BVV)","3",,"https://www.facebook.com/BetervoorVlaardingen/",,,
"Vlaardingen","G0622","10811","VV2000/Leefbaar Vlaardingen","3","http://www.lijsttwee.nl/","https://www.facebook.com/vv200lv/","wordpress","http://www.lijsttwee.nl/feed/",true
"Vlaardingen","G0622","10811","Algemeen Ouderen Verbond (AOV)","2","http://aov-vlaardingen.nl/",,"wordpress","http://aov-vlaardingen.nl/?feed=rss2",false
"Vlaardingen","G0622","10811","ChristenUnie-SGP","2","https://christenunie-sgpvlaardingen.nl/","https://www.facebook.com/ChristenUnieSGPVlaardingen/","drupal","https://christenunie-sgpvlaardingen.nl/rss.xml",true
"Vlaardingen","G0622","10811","Stads Belangen Vlaardingen","1","http://www.stadsbelangen.nl/","https://www.facebook.com/pages/category/Political-Organization/Stadsbelangen-Vlaardingen-1977329045866768/",,,
"Vlaardingen","G0622","10811","Blanco lijst 13","","http://www.lijstblanco.nl/",,,,
"Vlaardingen","G0622","10811","De Republikeinen","","https://www.republikeinen.nl/","https://www.facebook.com/republikeinen/","wordpress","https://www.republikeinen.nl/feed/",true
"Vlieland","G0096","10211","Nieuw Liberaal Vlieland","4",,"https://www.facebook.com/nieuwliberaalvlieland/",,,
"Vlieland","G0096","10211","GroenWit","3","http://www.groenwitvlie.nl/",,"wordpress","http://www.groenwitvlie.nl/feed/",false
"Vlieland","G0096","10211","Algemeen Belang Vlieland","2","http://www.algemeenbelangvlieland.nl/",,,,
"Vlissingen","G0718","10270","Lokale Partij Vlissingen","5","http://www.lokalepartijvlissingen.nl/","https://www.facebook.com/LokalePartijVlissingen/","wordpress","http://lokalepartijvlissingen.nl/portal/feed/",true
"Vlissingen","G0718","10270","Partij Souburg-Ritthem","5","http://www.partijsouburgritthem.nl/","https://www.facebook.com/PSouburgRitthem/posts","wordpress","https://www.partijsouburgritthem.nl/feed/",true
"Vlissingen","G0718","10270","POV perspectief op Vlissingen!","2",,,,,
"Vlissingen","G0718","10270","Vlissings Belang","",,,,,
"Voerendaal","G0986","11341","Democraten Voerendaal","5","https://www.democratenvoerendaal.nl/","https://www.facebook.com/democratenvoerendaal/","wordpress","https://www.democratenvoerendaal.nl/feed/",true
"Voerendaal","G0986","11341","Voerendaal Actief","3","https://www.woningstichtingvoerendaal.nl/","https://www.facebook.com/VoerendaalActief/","typo3",,
"Voerendaal","G0986","11341","Algemeen Gemeenschaps Belang (AGB) Voerendaal","1",,"https://nl-nl.facebook.com/agbvoerendaal/",,,
"Voorschoten","G0626","10537","ONS Voorschoten","3","https://www.ons-voorschoten.nl/","https://www.facebook.com/ONSVoorschoten2018/","joomla!","https://www.ons-voorschoten.nl/ons_30/index.php?format=feed&type=rss",true
"Voorst","G0285","10912","Gemeente Belangen Voorst","9","http://www.gb-voorst.nl/","https://www.facebook.com/gbvoorst/",,"http://www.gb-voorst.nl/feed/",true
"Voorst","G0285","10912","VVD-Liberaal 2000","4","https://www.liberaal2000vvd.nl/",,,,
"Voorst","G0285","10912","PvdA-GROENLINKS","2","https://voorst.pvda.nl/","https://www.facebook.com/pvdagroenlinks.voorst/",,,
"Voorst","G0285","10912","Blanco lijst 6","1",,,,,
"Vught","G0865","11224","Gemeentebelangen","7","http://www.gemeentebelangenvught.nl/","https://www.facebook.com/Gemeentebelangenvught/","joomla!",,
"Vught","G0865","11224","PvdA-GroenLinks","4","http://www.pvda-gl.nl/","https://www.facebook.com/PvdAGroenLinksVught/photos/d41d8cd9/1215513571923681/","wordpress","http://www.pvda-gl.nl/feed/",true
"Waalre","G0866","10959","Aalst Waalre Belang","4","https://www.aalstwaalrebelang.nl/","https://www.facebook.com/pages/category/Political-Party/Aalst-Waalre-Belang-211236629210615/","wordpress","https://www.aalstwaalrebelang.nl/feed/",true
"Waalre","G0866","10959","ZW14","2","http://www.zw14.nl/",,,,
"Waalwijk","G0867","11359","LokaalBelang","9","http://www.lokaalbelangwaalwijk.nl/","https://www.facebook.com/lokaalbelangwaalwijk/","wordpress","http://www.lokaalbelangwaalwijk.nl/home/feed/",false
"Waalwijk","G0867","11359","GroenLinksaf","4","https://www.groenlinksaf.nl/","https://www.facebook.com/Groenlinksaf/","wordpress","https://www.groenlinksaf.nl/feed/",true
"Waalwijk","G0867","11359","Lijst IJpelaar","1","http://lijstijpelaar.nl/","https://www.facebook.com/pages/category/Political-Party/Lijst-IJpelaar-131010427586962/",,,
"Waddinxveen","G0627","10081","PCW | www.kiespcw.nl","5","https://www.kiespcw.nl/","https://www.facebook.com/KiesPCW/",,,
"Waddinxveen","G0627","10081","PvdA/GROENLINKS","3","http://www.pvdagroenlinkswaddinxveen.nl/",,,,
"Waddinxveen","G0627","10081","Weerbaar Waddinxveen (WeWa)","3","https://wewa.nl/","https://www.facebook.com/wewawaddinxveen/","wordpress","https://www.wewa.nl/feed/",true
"Wageningen","G0289","11010","Stadspartij Wageningen","5","https://www.stadspartijwageningen.nl/","https://www.facebook.com/stadspartijWageningen/","wordpress","https://www.stadspartijwageningen.nl/feed/",false
"Wageningen","G0289","11010","Connect Wageningen","2","https://www.connectwageningen.nl/","https://www.facebook.com/ConnectWageningen/",,,
"Wassenaar","G0629","10164","Hart voor Wassenaar","3",,"https://www.facebook.com/hartvoor.wassenaar",,,
"Wassenaar","G0629","10164","Lokaal Wassenaar!","3",,"https://www.facebook.com/pages/category/Political-Party/Lokaal-Wassenaar-131646167463276/",,,
"Wassenaar","G0629","10164","Democratische Liberalen Wassenaar (DLW)","2","http://democratischeliberalen.nl/","https://www.facebook.com/democratischeliberalen/",,,
"Waterland","G0852","10983","WaterlandNatuurlijk","3","https://waterlandnatuurlijk.nl/",,"wordpress","https://waterlandnatuurlijk.nl/?feed=rss2",true
"Weert","G0988","11081","Weert Lokaal","12","https://www.weertlokaal.nl/",,"wordpress","https://www.weertlokaal.nl/feed/",true
"Weert","G0988","11081","DUS Weert","3",,"https://www.facebook.com/dusweert/",,,
"Weert","G0988","11081","Juist495","","http://juist495.nl/","https://www.facebook.com/pages/category/Political-Party/Juist495-1134484579932735/","wordpress","http://juist495.nl/feed/",false
"Weert","G0988","11081","Partij voor Weert","","http://partijvoorweert.nl/","https://www.facebook.com/partijvoorweert/","wordpress","http://partijvoorweert.nl/feed/",false
"Weesp","G0457","10773","Weesper Stads Partij (WSP)","5","http://www.wsp.nl/","https://www.facebook.com/public/Ad-van-Gemert","joomla!","http://www.wsp.nl/?format=feed&type=rss",true
"Weesp","G0457","10773","Blanco lijst 7","","https://people.utwente.nl/",,,,
"Weesp","G0457","10773","Partij van de Ouderen (PVDO)","","https://www.partijvandeouderen.com/",,"wordpress","http://www.partijvandeouderen.com/feed/",true
"West Maas en Waal","G0668","10042","F.D. Dreumel","3","https://www.fdwestmaasenwaal.nl/","https://www.facebook.com/fddreumel/",,,
"West Maas en Waal","G0668","10042","FD Partij Beneden-Leeuwen","3","https://www.fdwestmaasenwaal.nl/","https://www.facebook.com/partijbenedenleeuwen/",,,
"West Maas en Waal","G0668","10042","F.D. Maasdorpen","2","https://www.fdwestmaasenwaal.nl/","https://www.facebook.com/fdmaasdorpen/",,,
"West Maas en Waal","G0668","10042","F.D. Boven-Leeuwen","1",,,,,
"West Maas en Waal","G0668","10042","F.D. Wamel","1","https://www.fdwestmaasenwaal.nl/",,,,
"West Maas en Waal","G0668","10042","Sociaal Maas en Waal","1","https://www.westmaasenwaal.nl/",,,,
"Westerveld","G1701","10186","Progressief Westerveld/D66/GROENLINKS","4","https://www.progressiefwesterveld.nl/",,"wix.com","https://www.progressiefwesterveld.nl/feed.xml",true
"Westerveld","G1701","10186","DSSW/SW","3",,"https://www.facebook.com/sterk.westerveld",,,
"Westerveld","G1701","10186","Gemeentebelangen","3","http://www.gb-westerveld.nl/","https://www.facebook.com/pages/category/Political-Party/Gemeentebelangen-Westerveld-559368490813787/","lauyan",,
"Westland","G1783","11418","Westland Verstandig","8","http://www.westlandverstandig.nl/","https://www.facebook.com/westlandverstandig/",,"http://www.westlandverstandig.nl/feed/",true
"Westland","G1783","11418","LPF Westland","7","https://lpfwestland.nl/","https://www.facebook.com/LPFWestland/",,,
"Westland","G1783","11418","GemeenteBelang Westland (GBW)","6","https://www.gemeentebelangwestland.nl/","https://www.facebook.com/GBWestland/",,,
"Westland","G1783","11418","ChristenUnie-SGP","2","http://www.cusgpwestland.nl/","https://www.facebook.com/CUSGPWestland/",,"http://www.cusgpwestland.nl/feed/",false
"Weststellingwerf","G0098","11322","Sociaal Duurzaam W'werf/PvdA/WN!/VVA","5",,,,,
"Weststellingwerf","G0098","11322","Blijf Stellingwarfs","2",,,,,
